Author,Illustrator,Title,Language,LoC Class,Subject,Category,EBook-No.,Release Date,Copyright Status,Downloads,Price,Editor,LoC No.,Imprint,Summary,Contributor,Engraver,Translator,Alternate Title,Contents,Note,Commentator,Annotator,"Author of introduction, etc.",Edition,Creator,Series Title,Uniform Title
"Bailey, Arthur Scott, 1877-1949","Smith, Harry L.",The Tale of Turkey ProudfootSlumber-Town Tales,English,PZ: Language and Literatures: Juvenile belles lettres,Turkeys -- Juvenile fiction,Text,21844,"Jun 16, 2007",Public domain in the USA.,32 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Kingston, William Henry Giles, 1814-1880","Davis, John Steeple, 1844-1917",In the Wilds of Florida: A Tale of Warfare and Hunting,English,PZ: Language and Literatures: Juvenile belles lettres,Florida -- Description and travel,Text,24547,"Feb 8, 2008",Public domain in the USA.,32 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Breck, John","Andrews, William T.",The Jay Bird Who Went Tame,English,PZ: Language and Literatures: Juvenile belles lettres,Farms -- Juvenile fiction,Text,64586,"Feb 17, 2021",Public domain in the USA.,32 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,Told at twilight stories,
"Ballantyne, R. M. (Robert Michael), 1825-1894",,The Big Otter,English,PZ: Language and Literatures: Juvenile belles lettres,Accidents -- Juvenile fiction,Text,21718,"Jun 7, 2007",Public domain in the USA.,32 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Castlemon, Harry, 1842-1915",,The Young Wild-Fowlers,English,PZ: Language and Literatures: Juvenile belles lettres,Waterfowl shooting -- Juvenile fiction,Text,64366,"Jan 22, 2021",Public domain in the USA.,31 downloads in the last 30 days.,$0.00,,12031249,,,,,,,,,,,,,,Rod and gun series,
"Gordon, Elizabeth, 1866-1922","Wilson, Clara Powers",Watermelon Pete and Others,English,PZ: Language and Literatures: Juvenile belles lettres,African Americans -- Juvenile fiction,Text,52828,"Aug 17, 2016",Public domain in the USA.,31 downloads in the last 30 days.,$0.00,,,,,,,,,Watermelon Pete -- Piggy's thistle whistle -- Lady Bug goes shopping -- Little Baby Elephant and his new clothes -- Little Brown Hen -- The Little Brown Dog and the Little White Cat -- The woodpecker bird and the Owl.,,,,,,,,
"Burgess, Thornton W. (Thornton Waldo), 1874-1965","Cady, Harrison, 1877-1970",Buster Bear's Twins,English,PZ: Language and Literatures: Juvenile belles lettres,Bears -- Juvenile fiction,Text,59282,"Apr 14, 2019",Public domain in the USA.,31 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Breck, John","Andrews, William T.",Tad Coon's Great Adventure,English,PZ: Language and Literatures: Juvenile belles lettres,Raccoon -- Juvenile fiction,Text,64397,"Jan 26, 2021",Public domain in the USA.,30 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,Told at twilight stories,
"Hopkins, William John, 1863-1926","Williamson, Ada Clendenin, 1880-1958",The Sandman: His Farm Stories,English,PZ: Language and Literatures: Juvenile belles lettres,Farm life -- Juvenile fiction,Text,36185,"May 22, 2011",Public domain in the USA.,30 downloads in the last 30 days.,$0.00,,,,,,,,,The oxen story -- The fine-hominy story -- The apple story -- The whole wheat story -- The stump story -- The horsie story -- The log story -- The Uncle Sam story -- The market story -- The maple-sugar story -- The rail fence story -- The cow story -- The hay story -- The fireplace story -- The baking story -- The swimming story -- The chicken story -- The shawl story -- The buying-farm story -- The butter story -- The bean-pole story.,,,,,,,,
"Calhoun, A. R. (Alfred Rochefort), 1844-",,Lost in the CañonThe Story of Sam Willett's Adventures on the Great Colorado of the West,English,PZ: Language and Literatures: Juvenile belles lettres,Colorado River (Colo.-Mexico) -- Juvenile fiction,Text,37466,"Sep 17, 2011",Public domain in the USA.,30 downloads in the last 30 days.,$0.00,,,,,,,,,Lost in the cañon -- Lost -- Fate of an entrapped bear -- A fight in the woods.,,,,,,,,
"Smith, Laura Rountree, 1876-1924",,Snubby Nose and Tippy Toes,English,PZ: Language and Literatures: Juvenile belles lettres,Rabbits -- Juvenile fiction,Text,10329,"Nov 1, 2003",Public domain in the USA.,30 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
